listing_id,date
5246499,2015-05-03
5246499,2015-05-15
5246499,2015-05-22
5246499,2015-05-27
5246499,2015-06-08
5246499,2015-06-14
5246499,2015-06-17
5246499,2015-06-20
5246499,2015-07-06
5246499,2015-07-11
5246499,2015-07-18
5246499,2015-08-02
5246499,2015-08-14
5246499,2015-08-22
5246499,2015-08-25
5246499,2015-08-31
5246499,2015-09-08
5246499,2015-09-21
5246499,2015-09-25
5246499,2015-09-30
5246499,2015-10-04
5246499,2015-10-18
5246499,2015-11-13
5246499,2015-11-22
5246499,2015-11-27
5246499,2015-12-30
579155,2012-08-27
579155,2013-06-11
410609,2012-05-06
410609,2012-06-16
410609,2012-06-19
410609,2012-07-20
410609,2012-08-24
410609,2012-08-31
410609,2012-10-12
410609,2013-05-11
410609,2013-06-13
410609,2013-06-18
410609,2013-10-02
410609,2014-06-19
410609,2014-08-01
410609,2014-08-29
410609,2014-09-01
410609,2014-09-16
410609,2014-09-29
410609,2014-10-10
410609,2014-10-19
410609,2014-11-03
410609,2015-04-20
410609,2015-04-26
410609,2015-05-03
410609,2015-05-10
410609,2015-05-15
410609,2015-05-19
410609,2015-06-02
410609,2015-06-08
410609,2015-06-12
410609,2015-06-25
410609,2015-06-28
410609,2015-07-01
410609,2015-07-08
410609,2015-07-11
410609,2015-07-19
410609,2015-07-23
410609,2015-07-27
410609,2015-07-30
410609,2015-08-14
410609,2015-08-21
410609,2015-08-26
410609,2015-08-29
410609,2015-09-05
410609,2015-09-11
410609,2015-09-16
410609,2015-09-22
410609,2015-09-27
410609,2015-10-06
410609,2015-10-14
410609,2015-10-20
410609,2015-10-24
410609,2015-10-30
1938831,2014-05-10
1938831,2014-06-12
1938831,2014-10-29
1938831,2015-06-23
1938831,2015-06-29
1938831,2015-07-07
1938831,2015-07-13
1938831,2015-07-19
1938831,2015-10-12
6383226,2015-06-10
6383226,2015-06-25
6383226,2015-06-29
6383226,2015-07-17
6383226,2015-07-22
6383226,2015-08-05
6383226,2015-08-11
6383226,2015-08-17
6383226,2015-08-18
6383226,2015-08-22
6383226,2015-09-06
6383226,2015-09-12
6383226,2015-10-02
6383226,2015-10-13
7658953,2015-08-16
7658953,2015-08-24
7658953,2015-08-26
7658953,2015-09-29
2341671,2014-04-22
2341671,2014-05-06
2341671,2014-06-10
2341671,2014-07-02
2341671,2014-07-13
2341671,2014-07-17
2341671,2014-07-30
2341671,2014-08-06
2341671,2014-08-11
2341671,2014-08-21
2341671,2014-09-11
2341671,2014-09-13
2341671,2014-09-18
2341671,2014-09-20
2341671,2014-10-05
2341671,2014-10-13
2341671,2014-10-22
2341671,2014-11-09
2341671,2014-12-10
2341671,2014-12-18
2341671,2014-12-27
2341671,2015-03-10
2341671,2015-03-30
2341671,2015-04-16
2341671,2015-04-21
2341671,2015-04-28
2341671,2015-05-13
2341671,2015-05-18
2341671,2015-05-26
2341671,2015-06-02
2341671,2015-06-09
2341671,2015-06-12
2341671,2015-06-18
2341671,2015-07-21
2341671,2015-07-28
2341671,2015-08-03
2341671,2015-09-01
2341671,2015-09-24
2341671,2015-10-12
2341671,2015-10-27
2341671,2015-10-31
2341671,2015-11-15
2341671,2015-11-23
2341671,2015-12-06
2341671,2015-12-11
3885905,2014-08-28
3885905,2014-09-03
3885905,2014-09-05
3885905,2014-09-11
3885905,2014-09-13
3885905,2014-09-19
3885905,2014-09-24
3885905,2014-10-03
3885905,2014-10-06
3885905,2014-10-08
3885905,2014-10-24
3885905,2014-11-01
3885905,2014-11-05
3885905,2014-11-08
3885905,2014-11-13
3885905,2014-11-17
3885905,2014-11-24
3885905,2014-12-12
3885905,2015-01-07
3885905,2015-01-15
3885905,2015-01-21
3885905,2015-01-27
3885905,2015-02-04
3885905,2015-02-09
3885905,2015-02-12
3885905,2015-02-15
3885905,2015-02-18
3885905,2015-03-03
3885905,2015-03-08
3885905,2015-03-13
3885905,2015-03-25
3885905,2015-03-30
3885905,2015-04-13
3885905,2015-04-23
3885905,2015-04-27
3885905,2015-05-04
3885905,2015-05-12
3885905,2015-05-20
3885905,2015-05-23
3885905,2015-06-01
3885905,2015-06-03
3885905,2015-06-10
3885905,2015-06-19
3885905,2015-06-20
3885905,2015-07-01
3885905,2015-07-05
3885905,2015-07-10
3885905,2015-07-16
3885905,2015-07-18
3885905,2015-08-16
3885905,2015-08-25
3885905,2015-08-29
3885905,2015-09-09
3885905,2015-09-13
3885905,2015-09-21
3885905,2015-10-02
3885905,2015-10-14
3885905,2015-11-01
3885905,2015-11-13
3885905,2015-11-16
3885905,2015-11-23
3885905,2015-12-15
3885905,2015-12-21
879036,2013-04-01
879036,2013-04-12
879036,2013-05-10
879036,2014-02-21
879036,2014-05-17
879036,2014-09-01
879036,2014-09-09
879036,2015-06-05
879036,2015-06-16
879036,2015-06-20
879036,2015-10-01
4865263,2014-12-28
4865263,2015-01-11
4865263,2015-01-14
4865263,2015-02-15
4865263,2015-02-22
4865263,2015-03-01
4865263,2015-03-06
4865263,2015-03-09
4865263,2015-03-16
4865263,2015-04-04
4865263,2015-04-07
4865263,2015-04-27
4865263,2015-05-09
4865263,2015-05-21
4865263,2015-05-27
4865263,2015-06-05
4865263,2015-06-15
4865263,2015-06-18
4865263,2015-06-26
4865263,2015-06-29
4865263,2015-07-06
4865263,2015-07-31
4865263,2015-08-11
4865263,2015-08-19
4865263,2015-08-27
4865263,2015-09-04
4865263,2015-09-14
4865263,2015-09-17
4865263,2015-09-27
4865263,2015-10-02
4865263,2015-10-11
4865263,2015-10-15
4865263,2015-10-18
4865263,2015-11-10
4865263,2015-11-14
4865263,2015-11-22
4865263,2015-12-01
379823,2012-09-20
379823,2012-10-16
379823,2015-06-22
1549710,2013-09-13
1549710,2014-05-16
1549710,2014-05-26
1549710,2014-06-08
1549710,2014-06-17
1549710,2014-06-21
1549710,2014-07-03
1549710,2014-07-09
1549710,2014-07-11
1549710,2014-07-30
1549710,2014-09-06
1549710,2014-09-07
1549710,2014-09-10
1549710,2014-09-12
1549710,2014-09-13
1549710,2014-09-17
1549710,2014-10-04
1549710,2014-10-05
1549710,2014-10-06
1549710,2014-10-22
1549710,2014-10-27
1549710,2014-11-01
1549710,2014-11-09
1549710,2014-11-12
1549710,2014-12-01
1549710,2014-12-20
1549710,2014-12-23
1549710,2014-12-27
1549710,2014-12-28
1549710,2014-12-29
1549710,2015-01-01
1549710,2015-01-04
1549710,2015-01-09
1549710,2015-01-17
1549710,2015-01-19
1549710,2015-02-12
1549710,2015-02-26
1549710,2015-03-14
1549710,2015-04-05
1549710,2015-04-06
1549710,2015-04-08
1549710,2015-04-14
1549710,2015-04-21
1549710,2015-04-24
1549710,2015-05-01
1549710,2015-05-07
1549710,2015-05-10
1549710,2015-05-21
1549710,2015-05-28
1549710,2015-05-30
1549710,2015-06-01
1549710,2015-06-03
1549710,2015-06-06
1549710,2015-06-09
1549710,2015-06-18
1549710,2015-06-26
1549710,2015-06-29
1549710,2015-07-05
1549710,2015-07-06
1549710,2015-07-12
1549710,2015-07-24
1549710,2015-08-09
1549710,2015-08-11
1549710,2015-08-13
1549710,2015-08-17
1549710,2015-09-05
1549710,2015-09-11
1549710,2015-09-12
1549710,2015-09-13
1549710,2015-09-19
1549710,2015-09-25
1549710,2015-09-28
1549710,2015-09-29
1549710,2015-10-03
1549710,2015-10-11
1549710,2015-10-24
1549710,2015-10-26
1549710,2015-11-10
1549710,2015-11-14
1549710,2015-11-27
7794539,2015-09-21
7794539,2015-10-19
7794539,2015-10-27
7794539,2015-11-09
7794539,2015-11-18
7794539,2015-11-25
7794539,2015-12-01
7794539,2015-12-06
7952950,2015-09-01
7952950,2015-09-17
7952950,2015-09-27
7952950,2015-10-01
7952950,2015-10-05
7952950,2015-10-13
7952950,2015-10-20
4373755,2015-01-04
4373755,2015-05-24
4373755,2015-06-01
4373755,2015-08-03
4373755,2015-08-09
4373755,2015-09-06
4373755,2015-10-25
1122515,2013-05-17
1122515,2013-05-20
1122515,2013-07-14
1122515,2013-08-26
1122515,2013-12-16
1122515,2014-05-24
1122515,2014-06-16
1122515,2014-08-07
1122515,2014-08-21
1122515,2014-10-15
1122515,2014-12-31
1122515,2015-01-03
1122515,2015-06-16
1122515,2015-07-01
1122515,2015-09-29
1122515,2015-10-06
1122515,2015-10-14
3501589,2014-08-26
3501589,2014-09-13
3501589,2015-03-02
3501589,2015-04-07
3501589,2015-04-15
3501589,2015-06-09
3501589,2015-07-16
3501589,2015-07-19
3501589,2015-07-25
3501589,2015-08-07
3501589,2015-08-16
3501589,2015-08-24
3501589,2015-08-31
3501589,2015-09-05
3501589,2015-09-09
3501589,2015-09-18
3501589,2015-09-28
3501589,2015-10-11
3501589,2015-10-18
3642879,2014-09-21
3642879,2014-09-26
3642879,2014-09-29
3642879,2014-10-06
3642879,2014-10-10
3642879,2014-10-15
3642879,2014-10-19
3642879,2014-10-25
3642879,2014-10-30
3642879,2014-11-01
3642879,2014-11-04
3642879,2014-11-12
3642879,2014-11-14
3642879,2014-11-18
3642879,2014-11-21
3642879,2014-11-24
3642879,2014-11-27
3642879,2014-12-05
3642879,2014-12-09
3642879,2014-12-14
3642879,2014-12-19
3642879,2014-12-22
3642879,2015-01-04
3642879,2015-01-06
3642879,2015-01-11
3642879,2015-01-20
3642879,2015-01-28
3642879,2015-02-04
3642879,2015-02-16
3642879,2015-02-20
3642879,2015-02-24
3642879,2015-02-26
3642879,2015-03-02
3642879,2015-03-09
3642879,2015-03-12
3642879,2015-03-16
3642879,2015-03-21
3642879,2015-03-23
3642879,2015-03-27
3642879,2015-03-30
3642879,2015-04-03
3642879,2015-04-09
3642879,2015-04-11
3642879,2015-04-15
3642879,2015-04-19
3642879,2015-04-22
3642879,2015-04-24
3642879,2015-05-02
3642879,2015-05-05
3642879,2015-05-10
3642879,2015-05-15
3642879,2015-05-18
3642879,2015-06-02
3642879,2015-06-08
3642879,2015-06-09
3642879,2015-06-17
3642879,2015-06-23
3642879,2015-06-25
3642879,2015-06-29
3642879,2015-07-05
3642879,2015-07-09
3642879,2015-07-10
3642879,2015-07-14
3642879,2015-07-18
3642879,2015-07-22
3642879,2015-07-30
3642879,2015-08-03
3642879,2015-08-07
3642879,2015-08-07
3642879,2015-08-12
3642879,2015-08-15
3642879,2015-08-17
3642879,2015-08-18
3642879,2015-08-19
3642879,2015-08-22
3642879,2015-08-25
3642879,2015-08-28
3642879,2015-09-09
3642879,2015-09-11
3642879,2015-09-18
3642879,2015-09-27
3642879,2015-10-01
3642879,2015-10-04
3642879,2015-10-11
3642879,2015-10-15
3642879,2015-10-19
3642879,2015-10-24
3642879,2015-11-02
3642879,2015-11-16
3642879,2015-11-21
3642879,2015-11-22
3642879,2015-11-25
3642879,2015-11-27
3642879,2015-12-01
3642879,2015-12-03
3642879,2015-12-05
3642879,2015-12-12
3642879,2015-12-14
3642879,2015-12-18
3642879,2015-12-21
3642879,2015-12-31
5349403,2015-03-07
5349403,2015-04-10
5349403,2015-05-04
5349403,2015-05-08
5349403,2015-06-14
5349403,2015-07-02
5349403,2015-07-24
5349403,2015-07-29
5349403,2015-08-27
5349403,2015-09-07
5349403,2015-09-17
5349403,2015-10-08
5349403,2015-10-13
5349403,2015-10-17
5349403,2015-10-20
5349403,2015-11-01
5349403,2015-11-10
5349403,2015-11-13
5349403,2015-12-16
5349403,2015-12-31
8192471,2015-09-24
8192471,2015-10-28
8192471,2015-11-12
8192471,2015-12-17
1083115,2013-05-15
1083115,2013-05-29
1083115,2013-06-11
1083115,2013-06-24
1083115,2013-06-26
1083115,2013-07-07
1083115,2013-07-10
1083115,2013-07-14
1083115,2013-08-01
1083115,2013-08-03
1083115,2013-08-08
1083115,2013-08-11
1083115,2013-08-18
1083115,2013-08-21
1083115,2013-09-04
1083115,2013-09-10
1083115,2013-09-13
1083115,2013-09-18
1083115,2013-09-26
1083115,2013-09-30
1083115,2013-10-04
1083115,2013-10-13
1083115,2013-10-17
1083115,2013-10-31
1083115,2013-11-04
1083115,2013-11-24
1083115,2013-12-07
1083115,2013-12-15
1083115,2013-12-29
1083115,2014-01-02
1083115,2014-01-14
1083115,2014-01-22
1083115,2014-02-02
1083115,2014-02-05
1083115,2014-02-10
1083115,2014-02-15
1083115,2014-02-25
1083115,2014-03-03
1083115,2014-03-05
1083115,2014-03-11
1083115,2014-03-22
1083115,2014-03-27
1083115,2014-03-31
1083115,2014-04-14
1083115,2014-04-18
1083115,2014-04-24
1083115,2014-04-29
1083115,2014-05-04
1083115,2014-05-07
1083115,2014-05-12
1083115,2014-05-17
1083115,2014-05-28
1083115,2014-05-30
1083115,2014-07-01
1083115,2014-07-14
1083115,2014-07-22
1083115,2014-08-12
1083115,2014-08-21
1083115,2014-08-30
1083115,2014-09-06
1083115,2014-09-19
1083115,2014-10-02
1083115,2014-10-09
1083115,2014-10-14
1083115,2014-10-22
1083115,2014-11-01
1083115,2014-11-04
1083115,2014-12-04
1083115,2014-12-29
1083115,2015-01-05
1083115,2015-03-07
1083115,2015-03-18
1083115,2015-03-27
1083115,2015-04-01
1083115,2015-04-04
1083115,2015-04-07
1083115,2015-04-11
1083115,2015-04-17
1083115,2015-04-22
1083115,2015-04-22
1083115,2015-04-25
1083115,2015-05-02
1083115,2015-09-08
1083115,2015-09-13
1083115,2015-10-12
1083115,2015-10-31
1083115,2015-12-17
6268673,2015-07-16
6268673,2015-07-20
6268673,2015-07-27
6268673,2015-08-11
5143895,2015-02-07
5143895,2015-02-09
5143895,2015-02-17
5143895,2015-02-20
5143895,2015-03-06
5143895,2015-03-09
5143895,2015-03-16
5143895,2015-03-18
5143895,2015-04-02
5143895,2015-04-05
5143895,2015-04-10
5143895,2015-04-13
5143895,2015-04-22
5143895,2015-04-30
5143895,2015-05-11
5143895,2015-05-14
5143895,2015-05-19
5143895,2015-05-22
5143895,2015-05-25
5143895,2015-05-29
5143895,2015-05-29
5143895,2015-06-05
5143895,2015-06-08
5143895,2015-06-19
5143895,2015-06-22
5143895,2015-06-25
5143895,2015-06-27
5143895,2015-06-28
5143895,2015-06-29
5143895,2015-07-04
5143895,2015-07-07
5143895,2015-07-13
5143895,2015-07-16
5143895,2015-07-18
5143895,2015-07-22
5143895,2015-07-25
5143895,2015-07-27
5143895,2015-08-03
5143895,2015-08-05
5143895,2015-08-07
5143895,2015-08-09
5143895,2015-08-18
5143895,2015-08-24
5143895,2015-09-07
5143895,2015-09-09
5143895,2015-09-12
5143895,2015-09-13
5143895,2015-09-23
5143895,2015-09-26
5143895,2015-10-01
5143895,2015-11-01
5143895,2015-11-06
5143895,2015-11-09
5143895,2015-11-25
5143895,2015-11-29
5143895,2015-12-01
5143895,2015-12-04
5143895,2015-12-14
5143895,2015-12-22
5143895,2015-12-28
5143895,2016-01-03
7410953,2015-08-16
7715387,2015-08-20
7715387,2015-09-04
7715387,2015-09-11
7715387,2015-09-14
7715387,2015-10-11
7715387,2015-10-12
7715387,2015-10-24
7715387,2015-10-30
7715387,2015-11-01
7715387,2015-11-05
7715387,2015-11-25
7715387,2015-12-08
7715387,2015-12-24
43668,2010-08-19
43668,2010-09-20
43668,2010-09-24
43668,2010-09-29
43668,2010-10-06
43668,2010-10-11
43668,2010-10-18
43668,2010-10-29
43668,2010-11-19
43668,2010-12-11
43668,2010-12-19
43668,2011-02-21
43668,2011-04-18
43668,2011-04-25
43668,2011-04-29
43668,2011-05-09
43668,2011-05-20
43668,2011-06-10
43668,2011-06-16
43668,2011-06-24
43668,2011-06-28
43668,2011-07-04
43668,2011-07-15
43668,2011-07-18
43668,2011-07-23
43668,2011-07-29
43668,2011-08-24
43668,2011-09-04
43668,2011-09-10
43668,2011-09-15
43668,2011-09-20
43668,2011-09-28
43668,2011-10-01
43668,2011-10-09
43668,2011-10-17
43668,2011-10-24
43668,2011-11-01
43668,2011-12-03
43668,2012-01-06
43668,2012-03-02
43668,2012-03-30
43668,2012-04-12
43668,2012-04-30
43668,2012-05-06
43668,2012-05-12
43668,2012-05-29
43668,2012-06-04
43668,2012-06-09
43668,2012-06-18
43668,2012-07-13
43668,2012-07-26
43668,2012-08-06
43668,2012-08-22
43668,2012-08-30
43668,2012-09-06
43668,2012-09-10
43668,2013-05-12
43668,2013-05-16
43668,2013-05-21
43668,2013-05-26
43668,2013-06-03
43668,2013-06-23
43668,2013-06-26
43668,2013-07-06
43668,2013-07-11
43668,2013-07-14
43668,2013-07-26
43668,2013-08-09
43668,2013-08-14
43668,2013-09-26
43668,2013-10-09
43668,2014-02-25
43668,2014-03-01
43668,2014-03-04
43668,2014-04-02
43668,2014-04-15
43668,2014-04-17
43668,2014-05-01
43668,2014-05-04
43668,2014-05-06
43668,2014-05-21
43668,2014-06-05
43668,2014-06-13
43668,2014-07-14
43668,2014-07-22
43668,2014-08-14
43668,2014-09-11
43668,2014-09-19
43668,2014-10-14
43668,2014-10-22
43668,2014-12-29
43668,2015-04-01
43668,2015-04-25
43668,2015-05-17
43668,2015-05-21
43668,2015-05-25
43668,2015-05-28
43668,2015-05-30
43668,2015-06-02
43668,2015-06-11
43668,2015-06-19
43668,2015-06-23
43668,2015-06-29
43668,2015-07-17
43668,2015-07-20
43668,2015-08-07
43668,2015-09-07
43668,2015-09-10
43668,2015-09-30
43668,2015-10-04
43668,2015-10-13
43668,2015-10-21
43668,2015-10-28
7772504,2015-08-14
7772504,2015-08-17
7772504,2015-08-21
7772504,2015-09-09
7772504,2015-09-14
7772504,2015-09-19
7772504,2015-09-23
7772504,2015-09-28
7772504,2015-10-18
7772504,2015-10-27
